Date,WTI,Brent,WTI-Brent Spread,WTI_Log_Return,Brent_Log_Return,WTI-7D_MA,Brent-7D_MA,OVX (Oil VIX),OVX_7D_MA,Crude_Oil_Inventory,Weekly_Inventory_Change,Weekly_Percent_Change,WTI_Rolling_Volatility,WTI_Momentum,Inventory_Zscore
2024-01-02,70.37999725341797,75.88999938964844,-5.510002136230469,,,,,39.04999923706055,,,,,,,
2024-01-03,72.69999694824219,78.25,-5.5500030517578125,0.032432249693658995,0.030623914047023307,,,38.220001220703125,,,,,,,
2024-01-04,72.19000244140625,77.58999633789062,-5.399993896484375,-0.0070397765918172265,-0.008470323712619202,,,37.58000183105469,,,,,,,
2024-01-05,73.80999755859375,78.76000213623047,-4.950004577636719,0.022192624734812802,0.014966775186572953,,,36.06999969482422,,787397.0,1896.0,0.0024137461314499564,,,-1.7586848673189304
2024-01-06,73.80999755859375,78.76000213623047,-4.950004577636719,0.022192624734812802,0.014966775186572953,,,36.06999969482422,,787397.0,1896.0,0.0024137461314499564,,,-1.7586848673189304
2024-01-07,73.80999755859375,78.76000213623047,-4.950004577636719,0.022192624734812802,0.014966775186572953,,,36.06999969482422,,787397.0,1896.0,0.0024137461314499564,,0.04873544244148431,-1.7586848673189304
2024-01-08,70.7699966430664,76.12000274658203,-5.350006103515625,-0.0420590560517803,-0.034094202384002945,,,36.790000915527344,,787397.0,1896.0,0.0024137461314499564,,-0.02654746060787072,-1.7586848673189304
2024-01-09,72.23999786376953,77.58999633789062,-5.349998474121094,0.020558744884156332,0.01912742719742998,,,36.09000015258789,,787397.0,1896.0,0.0024137461314499564,0.026016472201680116,0.0006925532715400529,-1.7586848673189304
2024-01-10,71.37000274658203,76.80000305175781,-5.430000305175781,-0.01211622807075257,-0.010233825817587873,71.92285592215401,77.28571428571429,36.349998474121094,37.16428593226841,787397.0,1896.0,0.0024137461314499564,0.02506503475561222,-0.03305778204469845,-1.7586848673189304
2024-01-11,72.0199966430664,77.41000366210938,-5.390007019042969,0.009066160142917532,0.007911338634527799,72.15714154924665,77.5028577532087,36.779998779296875,36.84000015258789,787397.0,1896.0,0.0024137461314499564,0.024650328456681785,-0.024251469648218893,-1.7586848673189304
2024-01-12,72.68000030517578,78.29000091552734,-5.6100006103515625,0.009122436117268835,0.01130387408929161,72.15428488595145,77.50857216971261,40.63999938964844,37.18571417672293,785501.0,8313.0,0.0106962536734998,0.023696269341439927,-0.015309541942755467,-1.9043432162154288
2024-01-13,72.68000030517578,78.29000091552734,-5.6100006103515625,0.009122436117268835,0.01130387408929161,72.15428488595145,77.50857216971261,40.63999938964844,37.18571417672293,785501.0,8313.0,0.0106962536734998,0.02252227596289037,0.026988890104695296,-1.9043432162154288
2024-01-14,72.68000030517578,78.29000091552734,-5.6100006103515625,0.009122436117268835,0.01130387408929161,72.15428488595145,77.50857216971261,40.63999938964844,37.18571417672293,785501.0,8313.0,0.0106962536734998,0.02109165461887394,0.006090842392271423,-1.9043432162154288
2024-01-15,72.68000030517578,78.29000091552734,-5.6100006103515625,0.009122436117268835,0.01130387408929161,72.15428488595145,77.50857216971261,40.63999938964844,37.18571417672293,785501.0,8313.0,0.0106962536734998,0.009729581377510175,0.018355016227829424,-1.9043432162154288
2024-01-16,72.4000015258789,78.29000091552734,-5.8899993896484375,-0.0038599272595207343,0.0,72.18428475516183,77.60857282366071,38.34000015258789,37.294285365513396,785501.0,8313.0,0.0106962536734998,0.008677347271777483,0.0052763801794635246,-1.9043432162154288
2024-01-17,72.55999755859375,77.87999725341797,-5.319999694824219,0.002207451692811289,-0.005250747376723442,72.0057133265904,77.48285784040179,37.060001373291016,37.43571417672293,785501.0,8313.0,0.0106962536734998,0.005155640568443981,-0.0016511109807120228,-1.9043432162154288
2024-01-18,74.08000183105469,79.0999984741211,-5.019996643066406,0.020731842895027334,0.01554371024595205,72.47857121058873,77.9085715157645,35.97999954223633,37.31999969482422,785501.0,8313.0,0.0106962536734998,0.007542371884061022,0.0192625415520149,-1.9043432162154288
2024-01-19,73.41000366210938,78.55999755859375,-5.149993896484375,-0.009085399046793905,-0.006850222513856957,72.64571489606585,78.0471431187221,35.790000915527344,37.277142660958425,777188.0,-2126.0,-0.0027280403021118227,0.00985201252456245,0.010044074764287148,-2.542981325063842
2024-01-20,73.41000366210938,78.55999755859375,-5.149993896484375,-0.009085399046793905,-0.006850222513856957,72.64571489606585,78.0471431187221,35.790000915527344,37.277142660958425,777188.0,-2126.0,-0.0027280403021118227,0.01102043604958976,0.010044074764287148,-2.542981325063842
2024-01-21,73.41000366210938,78.55999755859375,-5.149993896484375,-0.009085399046793905,-0.006850222513856957,72.64571489606585,78.0471431187221,35.790000915527344,37.277142660958425,777188.0,-2126.0,-0.0027280403021118227,0.01140398848887356,0.013950305455027623,-2.542981325063842
2024-01-22,75.19000244140625,80.05999755859375,-4.8699951171875,0.02395805985137076,0.018913690100473578,73.1914291381836,78.51285661969867,35.709999084472656,37.18571417672293,777188.0,-2126.0,-0.0027280403021118227,0.01435052308048764,0.036245934003632074,-2.542981325063842
2024-01-23,74.37000274658203,79.55000305175781,-5.180000305175781,-0.010965604213236486,-0.006390529923161672,73.52714429582868,78.81857081821987,34.9900016784668,36.93000030517578,777188.0,-2126.0,-0.0027280403021118227,0.015087503181135166,0.0039146990869238785,-2.542981325063842
2024-01-24,75.08999633789062,80.04000091552734,-4.950004577636719,0.009634673695664826,0.006140728007346922,73.87142944335938,79.06857081821987,33.9900016784668,35.98000063214983,777188.0,-2126.0,-0.0027280403021118227,0.015424331512584754,0.02288506459574502,-2.542981325063842
2024-01-25,77.36000061035156,82.43000030517578,-5.069999694824219,0.029782513692605563,0.029422930873472645,74.58000074114118,79.65999930245536,35.099998474121094,35.51714324951172,777188.0,-2126.0,-0.0027280403021118227,0.017470482125584736,0.05380733893466605,-2.542981325063842
2024-01-26,78.01000213623047,83.55000305175781,-5.540000915527344,0.0083671919494853,0.013495839540150111,75.35857282366071,80.47000013078961,34.779998779296875,35.19142859322684,779314.0,-6135.0,-0.0078108190347176976,0.016582280242347276,0.06266173879099513,-2.379653450721038
2024-01-27,78.01000213623047,83.55000305175781,-5.540000915527344,0.0083671919494853,0.013495839540150111,75.35857282366071,80.47000013078961,34.779998779296875,35.19142859322684,779314.0,-6135.0,-0.0078108190347176976,0.015173063797887132,0.03750498208883246,-2.379653450721038
2024-01-28,78.01000213623047,83.55000305175781,-5.540000915527344,0.0083671919494853,0.013495839540150111,75.35857282366071,80.47000013078961,34.779998779296875,35.19142859322684,779314.0,-6135.0,-0.0078108190347176976,0.01307544594411268,0.048944456840372075,-2.379653450721038
2024-01-29,76.77999877929688,82.4000015258789,-5.620002746582031,-0.01589287731034141,-0.013859836134154174,75.7442866734096,80.9414291381836,36.31999969482422,35.24000004359654,779314.0,-6135.0,-0.0078108190347176976,0.015055834728042975,0.022506359353136274,-2.379653450721038
2024-01-30,77.81999969482422,82.87000274658203,-5.0500030517578125,0.013454289960908507,0.005687692570837788,76.37428610665458,81.55714416503906,36.189998626708984,35.29714257376535,779314.0,-6135.0,-0.0078108190347176976,0.013372186283204614,0.0059462135579546604,-2.379653450721038
2024-01-31,75.8499984741211,81.70999908447266,-5.8600006103515625,-0.02564077795736542,-0.014096765812189079,76.46857125418526,81.79285866873605,37.25,35.51714270455496,779314.0,-6135.0,-0.0078108190347176976,0.018643304854606736,-0.02768880403742735,-2.379653450721038
2024-02-01,73.81999969482422,78.69999694824219,-4.879997253417969,-0.027127992209682653,-0.03753326554576618,76.38999938964844,81.67142922537667,35.380001068115234,35.57285690307617,779314.0,-6135.0,-0.0078108190347176976,0.017830352863303464,-0.05371109250951134,-2.379653450721038
2024-02-02,72.27999877929688,77.33000183105469,-5.0500030517578125,-0.02108224463230448,-0.01756111434686056,75.98857116699219,81.28428649902344,34.849998474121094,35.695713588169646,785449.0,-12764.0,-0.015990719269167508,0.017817456881246776,-0.07345216254355658,-1.9083380654467674
2024-02-03,72.27999877929688,77.33000183105469,-5.0500030517578125,-0.02108224463230448,-0.01756111434686056,75.98857116699219,81.28428649902344,34.849998474121094,35.695713588169646,785449.0,-12764.0,-0.015990719269167508,0.016604322250289513,-0.058609013695548384,-1.9083380654467674
2024-02-04,72.27999877929688,77.33000183105469,-5.0500030517578125,-0.02108224463230448,-0.01756111434686056,75.98857116699219,81.28428649902344,34.849998474121094,35.695713588169646,785449.0,-12764.0,-0.015990719269167508,0.013879723565656052,-0.07118993751288605,-1.9083380654467674
2024-02-05,72.77999877929688,77.98999786376953,-5.209999084472656,0.006893726576010502,0.008498583651928772,75.33428519112724,80.6500004359654,34.43000030517578,35.5999995640346,785449.0,-12764.0,-0.015990719269167508,0.016572241222712024,-0.040474617753244346,-1.9083380654467674
2024-02-06,73.30999755859375,78.58999633789062,-5.279998779296875,0.007255816521489378,0.007663832329107285,74.66285596575055,79.94142804827008,33.0099983215332,35.347142355782644,785449.0,-12764.0,-0.015990719269167508,0.014969685538767923,-0.006908725797058257,-1.9083380654467674
2024-02-07,73.86000061035156,79.20999908447266,-5.349998474121094,0.007474425755050153,0.007858123637527146,74.24571337018695,79.48571341378349,31.209999084472656,34.61714226858957,785449.0,-12764.0,-0.015990719269167508,0.016073323491648025,0.02185946123047322,-1.9083380654467674
2024-02-08,76.22000122070312,81.62999725341797,-5.409996032714844,0.031452493773191474,0.030094265898581617,74.01714215959821,79.3085697719029,31.639999389648438,33.96714237758091,785449.0,-12764.0,-0.015990719269167508,0.02026451543642163,0.05451027266113884,-1.9083380654467674
2024-02-09,76.83999633789062,82.19000244140625,-5.350006103515625,0.008101378780224825,0.006836862048287254,74.15857042585101,79.37714168003627,32.439998626708984,33.27999932425363,798213.0,-4262.0,-0.005311068880650471,0.018476143279641366,0.06308795843394321,-0.9277562272005094
2024-02-10,76.83999633789062,82.19000244140625,-5.350006103515625,0.008101378780224825,0.006836862048287254,74.15857042585101,79.37714168003627,32.439998626708984,33.27999932425363,798213.0,-4262.0,-0.005311068880650471,0.015216069797541016,0.055784523587387946,-0.9277562272005094
2024-02-11,76.83999633789062,82.19000244140625,-5.350006103515625,0.008101378780224825,0.006836862048287254,74.15857042585101,79.37714168003627,32.439998626708984,33.27999932425363,798213.0,-4262.0,-0.005311068880650471,0.00900740332473126,0.04815166957924788,-0.9277562272005094
2024-02-12,76.91999816894531,82.0,-5.0800018310546875,0.0010406066744543267,-0.002314422600574686,74.60142735072544,79.84857068743024,32.689998626708984,32.89571326119559,798213.0,-4262.0,-0.005311068880650471,0.009702836874722783,0.0414296985283924,-0.9277562272005094
2024-02-13,77.87000274658203,82.7699966430664,-4.899993896484375,0.012274907944354303,0.0093463890756796,75.3999993460519,80.62571280343192,32.369998931884766,32.54142761230469,798213.0,-4262.0,-0.005311068880650471,0.009632633118007784,0.021647881126387603,-0.9277562272005094
2024-02-14,76.63999938964844,81.5999984741211,-4.959999084472656,-0.01592167916154222,-0.0142363930693679,75.95142800467355,81.14142717633929,32.7599983215332,32.302855900355745,798213.0,-4262.0,-0.005311068880650471,0.014070329576731329,-0.0026027714442193872,-0.9277562272005094
2024-02-15,78.02999877929688,82.86000061035156,-4.8300018310546875,0.017974226785918826,0.01532320074474896,76.62571389334542,81.75142778669085,32.02000045776367,32.16142763410296,798213.0,-4262.0,-0.005311068880650471,0.01080420797944814,0.015486758174394266,-0.9277562272005094
2024-02-16,79.19000244140625,83.47000122070312,-4.279998779296875,0.014756706567403265,0.007334856471784813,77.38714272635323,82.35999952043805,30.84000015258789,32.10857064383371,802475.0,-4942.0,-0.006120752969035803,0.011333933685956291,0.030583110561092086,-0.6003322382781064
2024-02-17,79.19000244140625,83.47000122070312,-4.279998779296875,0.014756706567403265,0.007334856471784813,77.38714272635323,82.35999952043805,30.84000015258789,32.10857064383371,802475.0,-4942.0,-0.006120752969035803,0.011750573883088034,0.02951123669393696,-0.6003322382781064
2024-02-18,79.19000244140625,83.47000122070312,-4.279998779296875,0.014756706567403265,0.007334856471784813,77.38714272635323,82.35999952043805,30.84000015258789,32.10857064383371,802475.0,-4942.0,-0.006120752969035803,0.012065848972034185,0.016951324621369057,-0.6003322382781064
2024-02-19,79.19000244140625,83.47000122070312,-4.279998779296875,0.014756706567403265,0.007334856471784813,77.38714272635323,82.35999952043805,30.84000015258789,32.10857064383371,802475.0,-4942.0,-0.006120752969035803,0.011758646916065154,0.033272482673091464,-0.6003322382781064
2024-02-20,78.18000030517578,82.33999633789062,-4.159996032714844,-0.012836194783739074,-0.013630328620800946,77.66714259556362,82.461427961077,31.809999465942383,32.132856369018555,802475.0,-4942.0,-0.006120752969035803,0.014605340429186809,0.0019223571475783796,-0.6003322382781064
2024-02-21,77.91000366210938,83.02999877929688,-5.1199951171875,-0.0034595029211889807,0.008345001705688762,77.82000078473773,82.58142743791852,31.049999237060547,31.934285027640207,802475.0,-4942.0,-0.006120752969035803,0.0118631210405885,-0.016163641114217198,-0.6003322382781064
2024-02-22,78.61000061035156,83.66999816894531,-5.05999755859375,0.008944564222842582,0.007678494851276518,78.06142970493862,82.81999860491071,30.549999237060547,31.628570829119003,802475.0,-4942.0,-0.006120752969035803,0.01115273045988974,-0.00732417998703605,-0.6003322382781064
2024-02-23,76.48999786376953,81.62000274658203,-5.1300048828125,-0.02733894016442214,-0.0248061047947583,77.86428615025112,82.6557137625558,31.309999465942383,31.477142333984375,807417.0,-2073.0,-0.0025608716599340164,0.01655460188407084,-0.034095270796771215,-0.22066791325358384
2024-02-24,76.48999786376953,81.62000274658203,-5.1300048828125,-0.02733894016442214,-0.0248061047947583,77.86428615025112,82.6557137625558,31.309999465942383,31.477142333984375,807417.0,-2073.0,-0.0025608716599340164,0.018421272155003426,-0.034095270796771215,-0.22066791325358384
2024-02-25,76.48999786376953,81.62000274658203,-5.1300048828125,-0.02733894016442214,-0.0248061047947583,77.86428615025112,82.6557137625558,31.309999465942383,31.477142333984375,807417.0,-2073.0,-0.0025608716599340164,0.017895492994517374,-0.0216168129292571,-0.22066791325358384
2024-02-26,77.58000183105469,82.52999877929688,-4.9499969482421875,0.014149700208427214,0.01108748518506503,77.99857221330915,82.78857094900948,31.709999084472656,31.327142442975724,807417.0,-2073.0,-0.0025608716599340164,0.017752714112170054,-0.0042356798298441856,-0.22066791325358384
2024-02-27,78.87000274658203,83.6500015258789,-4.779998779296875,0.016491276620096248,0.013479596860493182,78.11857278006417,82.90142822265625,31.350000381469727,31.231428146362305,807417.0,-2073.0,-0.0025608716599340164,0.020435062072869187,0.003307494392720267,-0.22066791325358384
2024-02-28,78.54000091552734,83.68000030517578,-5.1399993896484375,-0.0041929014273732485,0.00035855828948782513,78.02571541922433,82.93142809186664,31.209999084472656,31.284285136631556,807417.0,-2073.0,-0.0025608716599340164,0.020418414598636477,0.02680092965107561,-0.22066791325358384
2024-02-29,78.26000213623047,83.62000274658203,-5.3600006103515625,-0.0035714167278449132,-0.0007172451891383123,78.03714425223214,83.11428615025112,31.5,31.239999498639786,807417.0,-2073.0,-0.0025608716599340164,0.01934387654930972,0.023140336277866824,-0.22066791325358384
2024-03-01,79.97000122070312,83.55000305175781,-3.5800018310546875,0.02161493552946405,-0.0008374672068846977,78.33142961774554,83.18857247488839,31.079999923706055,31.244285311017716,809490.0,940.0,0.0011625749799022422,0.02020614378136806,0.04549618844455394,-0.06141171216579845
2024-03-02,79.97000122070312,83.55000305175781,-3.5800018310546875,0.02161493552946405,-0.0008374672068846977,78.33142961774554,83.18857247488839,31.079999923706055,31.244285311017716,809490.0,940.0,0.0011625749799022422,0.018118298628541675,0.03080690040267231,-0.06141171216579845
